Repozitory_name,min_nooa,max_nooa,aver_nooa,min_nosa,max_nosa,aver_nosa,min_nocc,max_nocc,aver_nocc,min_noom,max_noom,aver_noom,min_nocm,max_nocm,aver_nocm,min_ncss,max_ncss,aver_ncss,min_noii,max_noii,aver_noii,min_napc,max_napc,aver_napc,min_notp,max_notp,aver_notp,min_final,max_final,aver_final,min_noca,max_noca,aver_noca,min_varcomp,max_varcomp,aver_varcomp,min_mhf,max_mhf,aver_mhf,min_smhf,max_smhf,aver_smhf,min_ahf,max_ahf,aver_ahf,min_sahf,max_sahf,aver_sahf,min_nomp,max_nomp,aver_nomp,min_nosmp,max_nosmp,aver_nosmp,min_mxnomp,max_mxnomp,aver_mxnomp,min_mxnosmp,max_mxnosmp,aver_mxnosmp,min_nom,max_nom,aver_nom,min_nop,max_nop,aver_nop,min_nulls,max_nulls,aver_nulls,min_doer,max_doer,aver_doer
CoXier/CheckBox,0,16,2.5714285714285716,0,2,0.42857142857142855,0,3,1.0,0,19,4.0,0,0,0.0,3,214,2.5714285714285716,0,1,0.14285714285714285,0,1,0.7142857142857143,0,0,0.0,0,0,0.0,0,0,0.0,0,2.3555555555555556,0.887528344671202,0.0,0.5,0.1676691729323308,0,0,0.0,0,1.0,0.2857142857142857,0,1.0,0.2857142857142857,0,18,3.4285714285714284,0,0,0.0,0,5,1.1428571428571428,0,0,0.0,0,12,2.5714285714285716,0,0,0.0,0,5,0.8571428571428571,0,1.0,0.19047619047619047
